name,net_worth,gender,age,birth_year,birth_month,birth_day,industry,self_made,country,gdp_country,cpi_change_country,gross_tertiary_education_enrollment,life_expectancy_country,total_tax_rate_country,population_country
Niti Osathanugrah,1400,M,49.0,1973.0,10.0,18.0,Finance & Investments,False,Thailand,"$543,649,976,166 ",0.7,49.3,76.9,29.5,69625582.0
Louise Lindh,1800,F,43.0,1979.0,10.0,20.0,Diversified,False,Sweden,"$530,832,908,738 ",1.8,67.0,82.5,49.1,10285453.0
John Bicket,2300,M,43.0,1980.0,3.0,20.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
"Robert Hale, Jr.",5000,M,56.0,1966.0,7.0,8.0,Telecom,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ulrike Meister,1000,F,56.0,1967.0,3.0,13.0,Manufacturing,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Thomas Kirk Kristiansen,6700,M,44.0,1979.0,1.0,1.0,Manufacturing,False,Denmark,"$348,078,018,464 ",0.8,80.6,81.0,23.8,5818553.0
Maria Asuncion Aramburuzabala & family,6200,F,59.0,1963.0,5.0,2.0,Food & Beverage,False,Mexico,"$1,258,286,717,125 ",3.6,40.2,75.0,55.1,126014024.0
Zhu Xingming,2800,M,56.0,1967.0,3.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Zhao Tao,2100,M,57.0,1966.0,1.0,1.0,Healthcare,False,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Charles Edelstenne,3100,M,85.0,1938.0,1.0,3.0,Manufacturing,True,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
Peter Gilgan,3300,M,72.0,1951.0,1.0,1.0,Construction & Engineering,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Jianming Geng,1000,M,60.0,1962.0,9.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Ronald Wanek,5300,M,81.0,1941.0,5.0,19.0,Manufacturing,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Anthony Langley,1600,M,68.0,1954.0,12.0,2.0,Diversified,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Wei Lidong & family,1300,M,47.0,1976.0,1.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Tyler Perry,1000,M,53.0,1969.0,9.0,14.0,Media & Entertainment,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Kazuo Okada,1300,M,80.0,1942.0,10.0,3.0,Gambling & Casinos,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Boris Zingarevich,1400,M,63.0,1959.0,7.0,8.0,Diversified,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Liangzhi Xie & family,4100,M,57.0,1966.0,1.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Nicolas Puech,9800,M,80.0,1943.0,1.0,29.0,Fashion & Retail,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Narendrakumar Parekh,1900,M,84.0,1938.0,4.0,17.0,Manufacturing,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Li Hongxin & family,2500,M,70.0,1953.0,3.0,7.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Len Blavatnik,32100,M,65.0,1957.0,6.0,1.0,Diversified,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Bambang Sutantio,1800,M,64.0,1958.0,12.0,26.0,Food & Beverage,True,Indonesia,"$1,119,190,780,753 ",3.0,36.3,71.5,30.1,270203917.0
Steven Udvar-Hazy,3800,M,77.0,1946.0,2.0,23.0,Service,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Steve Cohen,17500,M,66.0,1956.0,6.0,11.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Scott Farquhar,10100,M,43.0,1979.0,12.0,17.0,Technology,True,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Ted Turner,2400,M,84.0,1938.0,11.0,19.0,Media & Entertainment,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Isabella Seràgnoli,3200,F,77.0,1945.0,12.0,23.0,Manufacturing,False,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Kwek Leng Keow,1400,M,71.0,1952.0,1.0,1.0,Diversified,False,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Lloyd Blankfein,1100,M,68.0,1954.0,9.0,20.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Gao Yunfeng,1000,M,56.0,1967.0,2.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Dmitry Kamenshchik,2600,M,54.0,1968.0,4.0,26.0,Service,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Tomas Olivo Lopez,2500,M,49.0,1974.0,1.0,1.0,Real Estate,True,Spain,"$1,394,116,310,769 ",0.7,88.9,83.3,47.0,47076781.0
Domenico Dolce,2100,M,64.0,1958.0,8.0,13.0,Fashion & Retail,True,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Miao Yongjun,1400,M,55.0,1967.0,12.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Sergey Lomakin,2100,M,49.0,1973.0,5.0,23.0,Fashion & Retail,True,Cyprus,"$24,564,647,935 ",0.3,75.9,80.8,22.4,1198575.0
Janice McNair,5000,F,86.0,1936.0,9.0,30.0,Sports,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Pyotr Kondrashev,1600,M,73.0,1949.0,7.0,16.0,Manufacturing,True,Austria,"$446,314,739,528 ",1.5,85.1,81.6,51.4,8877067.0
Ron Baron,5000,M,79.0,1943.0,5.0,23.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Anatoly Lomakin,1400,M,70.0,1952.0,6.0,30.0,Metals & Mining,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Pavel Baudis,2000,M,62.0,1960.0,5.0,15.0,Technology,True,Czech Republic,"$246,489,245,495 ",2.8,64.1,79.0,46.1,10669709.0
Christopher Goldsbury,1800,M,80.0,1943.0,1.0,1.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ilona Herlin,1600,F,58.0,1965.0,1.0,1.0,Manufacturing,False,Finland,"$268,761,201,365 ",1.0,88.2,81.7,36.6,5520314.0
John Overdeck,6800,M,53.0,1969.0,12.0,21.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Tyler Winklevoss,1200,M,41.0,1981.0,8.0,21.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Peter Hargreaves,2400,M,76.0,1946.0,10.0,5.0,Finance & Investments,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Klaus-Michael Kuehne,39100,M,85.0,1937.0,6.0,2.0,Logistics,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Mofatraj Munot,1800,M,78.0,1944.0,10.0,4.0,Real Estate,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
K. Dinesh,2300,M,68.0,1954.0,6.0,6.0,Technology,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Girdhari Lal Bawri,1400,M,75.0,1947.0,8.0,3.0,Healthcare,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
William Ackman,3400,M,56.0,1966.0,5.0,11.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Stephen Rubin,3000,M,86.0,1937.0,3.0,12.0,Fashion & Retail,False,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Matthew Prince,2000,M,48.0,1975.0,1.0,1.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Autry Stephens,10000,M,85.0,1938.0,3.0,8.0,Energy,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Othman Benjelloun & family,1300,M,90.0,1932.0,11.0,1.0,Finance & Investments,False,Morocco,"$118,725,279,596 ",0.2,35.9,76.5,45.8,36910560.0
Zhaobai Jiang,1600,M,59.0,1963.0,8.0,17.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Jinxing Qi,2400,M,61.0,1962.0,3.0,28.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Nihat Ozdemir,1800,M,72.0,1950.0,4.0,5.0,Diversified,True,Turkey,"$754,411,708,203 ",15.2,23.9,77.4,42.3,83429615.0
Zhang Jingzhang & family,2300,M,87.0,1936.0,1.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Soegiarto Adikoesoemo,1300,M,85.0,1938.0,3.0,24.0,Logistics,True,Indonesia,"$1,119,190,780,753 ",3.0,36.3,71.5,30.1,270203917.0
Friede Springer,3100,F,80.0,1942.0,8.0,15.0,Media & Entertainment,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Charles B. Johnson,5100,M,90.0,1933.0,1.0,6.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Gang Ye,3000,M,42.0,1980.0,6.0,1.0,Media & Entertainment,True,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Mark Leonard & family,2600,M,66.0,1956.0,5.0,6.0,Technology,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Henri Beaufour,2700,M,57.0,1965.0,6.0,1.0,Healthcare,False,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Peter Grogg,4400,M,81.0,1942.0,1.0,10.0,Healthcare,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Mohamed Mansour,3600,M,75.0,1948.0,1.0,23.0,Diversified,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Vinod Rai Gupta,4000,F,77.0,1945.0,9.0,15.0,Manufacturing,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
German Khan,8200,M,61.0,1961.0,10.0,24.0,Energy,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
John Sall,3700,M,75.0,1948.0,4.0,4.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Xu Gang,1000,M,59.0,1963.0,4.0,17.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Paul Gauselmann & family,2400,M,88.0,1934.0,8.0,26.0,Gambling & Casinos,True,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Eren Ozmen,2500,F,64.0,1958.0,9.0,3.0,Manufacturing,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Wang Mingwang,1300,M,55.0,1967.0,5.0,2.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Laurent Junique,1300,M,57.0,1965.0,12.0,1.0,Technology,True,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Tony Tan Caktiong,1200,M,70.0,1953.0,1.0,5.0,Food & Beverage,True,Philippines,"$376,795,508,680 ",2.5,35.5,71.1,43.1,108116615.0
Hui Ka Yan,3000,M,64.0,1958.0,10.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Yang Jianliang & family,2400,M,53.0,1969.0,6.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Evan Spiegel,2700,M,32.0,1990.0,6.0,4.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ning Wang & family,1600,M,36.0,1987.0,1.0,1.0,Media & Entertainment,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Huang Shilin,15200,M,56.0,1967.0,1.0,1.0,Automotive,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Raj Sardana,2700,M,63.0,1960.0,3.0,8.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Russ Weiner,4600,M,52.0,1970.0,5.0,5.0,Food & Beverage,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Donald Trump,2500,M,76.0,1946.0,6.0,14.0,Real Estate,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Brian Acton,2400,M,51.0,1972.0,2.0,17.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Alexandre Grendene Bartelle,1700,M,73.0,1950.0,1.0,23.0,Fashion & Retail,True,Brazil,"$1,839,758,040,766 ",3.7,51.3,75.7,65.1,212559417.0
R.G. Chandramogan,1800,M,74.0,1949.0,3.0,1.0,Food & Beverage,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Charlotte Colket Weber,1900,F,80.0,1942.0,11.0,19.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Deng Wen,3100,M,55.0,1968.0,3.0,1.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Erik Selin,3000,M,55.0,1967.0,5.0,8.0,Real Estate,True,Sweden,"$530,832,908,738 ",1.8,67.0,82.5,49.1,10285453.0
Yuri Kovalchuk & family,2700,M,71.0,1951.0,7.0,25.0,Finance & Investments,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Kwek Leng Peck,1400,M,67.0,1956.0,1.0,1.0,Diversified,False,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Boris Rotenberg,1400,M,66.0,1957.0,1.0,3.0,Construction & Engineering,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Nguyen Dang Quang,1300,M,59.0,1963.0,8.0,23.0,Food & Beverage,True,Vietnam,"$261,921,244,843 ",2.8,28.5,75.3,37.6,96462106.0
Steve Wynn,3200,M,81.0,1942.0,1.0,27.0,Gambling & Casinos,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Anthony Pratt,11300,M,62.0,1960.0,4.0,11.0,Manufacturing,False,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Muhammed Aziz Khan,1000,M,68.0,1955.0,3.0,1.0,Energy,True,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Fahed Hariri,1200,M,42.0,1980.0,12.0,29.0,Construction & Engineering,False,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Brunello Cucinelli & family,3200,M,69.0,1953.0,9.0,3.0,Fashion & Retail,True,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
John Goff,1700,M,67.0,1955.0,8.0,26.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Lin Fanlian,2000,M,61.0,1961.0,6.0,1.0,Energy,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Richard Schulze,3700,M,82.0,1941.0,1.0,2.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
William Berkley,3700,M,76.0,1946.0,9.0,1.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Paul Sciarra,1100,M,42.0,1981.0,2.0,15.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Mahendra Choksi & family,5400,M,81.0,1941.0,4.0,19.0,Manufacturing,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Marie Besnier Beauvalot,7700,F,42.0,1980.0,7.0,30.0,Food & Beverage,False,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
Takemitsu Takizaki,21000,M,77.0,1945.0,6.0,10.0,Manufacturing,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Albert Avdolyan,2200,M,52.0,1970.0,11.0,8.0,Energy,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Wolfgang Marguerre & family,5500,M,81.0,1941.0,6.0,4.0,Healthcare,True,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Michael Herz,6100,M,79.0,1943.0,9.0,28.0,Fashion & Retail,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Fengluan Li,1300,F,61.0,1962.0,1.0,1.0,Diversified,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Melker Schorling & family,9800,M,75.0,1947.0,5.0,15.0,Finance & Investments,True,Sweden,"$530,832,908,738 ",1.8,67.0,82.5,49.1,10285453.0
Alexander Frolov,2700,M,58.0,1964.0,5.0,17.0,Metals & Mining,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Jonas Kamprad,1100,M,57.0,1966.0,3.0,4.0,Finance & Investments,False,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Ziv Aviram,1300,M,64.0,1959.0,1.0,3.0,Automotive,True,Israel,"$395,098,666,122 ",0.8,63.4,82.8,25.3,9053300.0
Richard Saghian,2100,M,41.0,1981.0,8.0,6.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Rajendra Agarwal,1300,M,64.0,1959.0,2.0,25.0,Healthcare,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Behdad Eghbali,4300,M,46.0,1976.0,5.0,6.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
He Xiangjian & family,23400,M,80.0,1942.0,8.0,11.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Kavitark Ram Shriram,2200,M,66.0,1957.0,1.0,21.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Su Suyu & family,1500,F,74.0,1948.0,11.0,24.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Hilton Schlosberg,3200,M,70.0,1953.0,1.0,1.0,Food & Beverage,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Sudhir Mehta,3200,M,68.0,1954.0,4.0,10.0,Healthcare,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Carrie Perrodo & family,8800,F,72.0,1951.0,1.0,1.0,Energy,False,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Zhong Huijuan,7600,F,62.0,1961.0,1.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Vinod Saraf,1800,M,70.0,1952.0,6.0,16.0,Manufacturing,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Dan Wilks,1600,M,66.0,1956.0,5.0,30.0,Energy,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Phongthep Chiaravanont,2000,M,71.0,1952.0,1.0,1.0,Diversified,False,Thailand,"$543,649,976,166 ",0.7,49.3,76.9,29.5,69625582.0
Karl-Johan Persson,1500,M,48.0,1975.0,3.0,25.0,Fashion & Retail,False,Sweden,"$530,832,908,738 ",1.8,67.0,82.5,49.1,10285453.0
Robin Zeng,33400,M,54.0,1969.0,1.0,1.0,Automotive,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Huang Shan,1100,M,52.0,1970.0,8.0,9.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Lee Bass,2300,M,66.0,1956.0,5.0,24.0,Energy,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Paul Lee,4000,M,65.0,1958.0,1.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Annalisa Doris,1300,F,52.0,1970.0,5.0,7.0,Finance & Investments,False,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Sehat Sutardja,1100,M,61.0,1961.0,7.0,9.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jahm Najafi,1300,M,60.0,1963.0,3.0,19.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Liu Xiaodong,2900,M,55.0,1967.0,7.0,3.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Amy Adams Strunk,1700,F,67.0,1955.0,9.0,29.0,Sports,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Susan Alfond,2500,F,77.0,1945.0,7.0,19.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
August Troendle,1600,M,67.0,1956.0,1.0,1.0,Healthcare,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Sanjiv Bajaj,3600,M,53.0,1969.0,11.0,2.0,Diversified,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Ernesto Bertarelli,9400,M,57.0,1965.0,9.0,22.0,Healthcare,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Norman Braman,3000,M,90.0,1932.0,8.0,22.0,Automotive,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Leo Koguan,5400,M,68.0,1955.0,2.0,15.0,Technology,True,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Deepak Mehta,1400,M,66.0,1956.0,12.0,12.0,Manufacturing,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Linda Pritzker,2000,F,69.0,1953.0,9.0,14.0,Service,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Juergen Blickle,3900,M,76.0,1947.0,1.0,1.0,Manufacturing,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Xia Zuoquan,3600,M,61.0,1962.0,1.0,1.0,Automotive,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Min-Liang Tan,1100,M,45.0,1977.0,11.0,5.0,Media & Entertainment,True,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Luc Tack,1200,M,61.0,1961.0,9.0,1.0,Manufacturing,True,Belgium,"$529,606,710,418 ",1.4,79.7,81.6,55.4,11484055.0
Shigenobu Nagamori,3700,M,78.0,1944.0,8.0,28.0,Manufacturing,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Wu Yonghua,1200,M,52.0,1971.0,1.0,1.0,Fashion & Retail,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Rajiv Jain,2000,M,55.0,1968.0,1.0,27.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Tsai Eng-meng,5900,M,66.0,1957.0,1.0,15.0,Food & Beverage,False,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Li Guoqiang,2600,M,59.0,1964.0,1.0,1.0,Automotive,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
James France,1800,M,78.0,1944.0,10.0,24.0,Sports,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Josef Boquoi & family,1600,M,89.0,1934.0,1.0,1.0,Food & Beverage,True,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Lei Jin,1800,M,57.0,1965.0,8.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Walter Frey,3300,M,79.0,1943.0,7.0,30.0,Automotive,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Chen Xianbao & family,1200,M,63.0,1959.0,5.0,19.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Wang Zelong,1400,M,26.0,1996.0,7.0,1.0,Metals & Mining,False,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Chen Hua,4200,M,57.0,1966.0,1.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Wei Jianjun & family,14500,M,59.0,1964.0,3.0,1.0,Automotive,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
John Brown,5700,M,88.0,1934.0,9.0,15.0,Healthcare,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
LeBron James,1000,M,38.0,1984.0,12.0,30.0,Sports,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Rajju Shroff,1700,M,89.0,1933.0,10.0,20.0,Manufacturing,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Gudrun Heine,2900,F,68.0,1954.0,10.0,19.0,Healthcare,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Dinara Kulibaeva,4300,F,55.0,1967.0,8.0,19.0,Finance & Investments,False,Kazakhstan,"$180,161,741,180 ",5.2,61.7,73.2,28.4,18513930.0
Ken Kendrick,1000,M,79.0,1943.0,9.0,2.0,Sports,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Lakshmi Mittal,17700,M,72.0,1950.0,6.0,15.0,Metals & Mining,False,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Ron Burkle,3200,M,70.0,1952.0,11.0,12.0,Finance & Investments,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Mikhail Lomtadze,3700,M,47.0,1975.0,10.0,17.0,Finance & Investments,True,Kazakhstan,"$180,161,741,180 ",5.2,61.7,73.2,28.4,18513930.0
Marcelo Kalim,1000,M,53.0,1969.0,10.0,15.0,Finance & Investments,True,Brazil,"$1,839,758,040,766 ",3.7,51.3,75.7,65.1,212559417.0
